path,xPos,yPos,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.011521900014486164,0.012335300038103014,,,,,,,,,,,,,,,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
food.jpg,0,0.5,0,0,0,-0.03666666666666667,0.4683333333333333,1,0,0,cross,0,0,0,0,0.03994010004680604,,,,0.030207500036340207,0.5577972000464797,0.500340300030075,1.4294760000193492,-0.03666666666666667,0.4683333333333333,1,0,0,cross,1.4672764000133611,1.9415339000406675,2.956265000044368,2.9304105000337586,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
furniture.jpg,0.1,0.4,1,1,0,0.09666666666666666,0.39,1,0,0,cross,0,1,1,1,2.956265000044368,,,,2.9371672000270337,3.440773500013165,0.514399699983187,4.113038900017273,0.09666666666666666,0.39,1,0,0,cross,4.142213500046637,4.624427500006277,5.625672900001518,5.612095100048464,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
nature.jpg,-0.1,0.3,2,2,0,-0.10666666666666667,0.31333333333333335,1,0,0,cross,0,2,2,2,5.625672900001518,,,,5.617242100008298,6.1243736000033095,0.514131499978248,6.695782300026622,-0.10666666666666667,0.31333333333333335,1,0,0,cross,6.724823600030504,7.20743599999696,8.20787060004659,8.194309400045313,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
person.jpg,0.2,0.2,3,3,0,0.20666666666666667,0.20333333333333334,1,0,0,cross,0,3,3,3,8.20787060004659,,,,8.20015330001479,8.70820040005492,0.4991087999660522,9.563501700002234,0.20666666666666667,0.20333333333333334,1,0,0,cross,9.588629700010642,10.074525300005917,11.090572100016288,11.063689100032207,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
sport.jpg,-0.2,0.1,4,4,0,-0.21166666666666667,0.10666666666666667,1,0,0,cross,0,4,4,4,11.090572100016288,,,,11.069987900031265,11.575839199998882,0.5154569000005722,12.497486100008246,-0.21166666666666667,0.10666666666666667,1,0,0,cross,12.522070500010159,13.008833500032779,14.008007700031158,13.995352400001138,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
tool.jpg,0.3,0,5,5,0,0.28833333333333333,0.016666666666666666,1,0,0,cross,0,5,5,5,14.008007700031158,,,,14.000464600045234,14.5080125000095,0.5134069999912754,15.496883100015111,0.28833333333333333,0.016666666666666666,1,0,0,cross,15.522307900013402,16.007731200021226,17.00762550003128,16.99520720000146,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
vehicle.jpg,-0.3,-0.1,6,6,0,-0.315,-0.09,1,0,0,cross,0,6,6,6,17.00762550003128,,,,17.000941800011788,17.507750600052532,0.5140651000547223,18.44700790004572,-0.315,-0.09,1,0,0,cross,18.46767230000114,18.958082200028002,19.958548100024927,19.946830700035207,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
animal.jpg,0.4,-0.2,7,7,0,0.39666666666666667,-0.20166666666666666,1,0,0,cross,0,7,7,7,19.958548100024927,,,,19.952282700047363,20.457768200023565,0.5138376000104472,21.447079100005794,0.39666666666666667,-0.20166666666666666,1,0,0,cross,21.46568310004659,21.958545800007414,22.959068200027104,22.94652480003424,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
building.jpg,-0.4,-0.3,8,8,0,-0.42,-0.3,1,0,0,cross,0,8,8,8,22.959068200027104,,,,22.95203159999801,23.45774700003676,0.5133894000318833,24.433097600005567,-0.42,-0.3,1,0,0,cross,24.465581400028896,24.941520200052764,25.941496000043117,25.929948600009084,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
electronic.jpg,0.5,-0.4,9,9,0,0.485,-0.38,1,0,0,cross,0,9,9,9,25.941496000043117,,,,25.93607019999763,26.440786400053184,0.5111225000000559,27.396629900031257,0.485,-0.38,1,0,0,cross,27.418486200040206,27.90891650004778,,28.916038900031708,097209,001,2025-05-26_19h58.21.819,untitled,2024.2.4,60.27240716875955,2025-05-26 19h58.26.393520 +0530,
