path,xPos,yPos,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.011200700013432652,0.012019600020721555,,,,,,,,,,,,,,,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
food.jpg,0,0.5,0,0,0,-0.011666666666666667,0.4716666666666667,1,0,0,cross,0,0,0,0,0.0409990000189282,,,,0.024549300025682896,0.5419129999936558,0.5006818999536335,1.866236799978651,-0.011666666666666667,0.4716666666666667,1,0,0,cross,1.9082459000055678,2.376526299980469,3.3918685999815352,3.364507300022524,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
furniture.jpg,0.1,0.4,1,1,0,0.10666666666666667,0.3883333333333333,1,0,0,cross,0,1,1,1,3.3918685999815352,,,,3.3707600000198,3.8760174000053667,0.5121995999943465,4.5164513000054285,0.10666666666666667,0.3883333333333333,1,0,0,cross,4.547464300005231,5.026198900013696,6.040976000018418,6.013722100004088,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
nature.jpg,-0.1,0.3,2,2,0,-0.13166666666666665,0.30833333333333335,1,0,0,cross,0,2,2,2,6.040976000018418,,,,6.020787200017367,6.52580719999969,0.5124454000033438,7.181962399976328,-0.13166666666666665,0.30833333333333335,1,0,0,cross,7.209381600026973,7.692969300027471,8.693105300015304,8.67995969997719,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
person.jpg,0.2,0.2,3,3,0,0.19666666666666666,0.21166666666666667,1,0,0,cross,0,3,3,3,8.693105300015304,,,,8.686056100006681,9.193301399995107,0.5141763999708928,10.164883300021756,0.19666666666666666,0.21166666666666667,1,0,0,cross,10.1941251999815,10.676491199992597,11.679093300015666,11.664978199987672,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
sport.jpg,-0.2,0.1,4,4,0,-0.20333333333333334,0.10333333333333333,1,0,0,cross,0,4,4,4,11.679093300015666,,,,11.670087300008163,12.17589399998542,0.5135965999797918,13.19835309998598,-0.20333333333333334,0.10333333333333333,1,0,0,cross,13.221032699977513,13.709805299993604,14.710012900002766,14.697087100008503,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
tool.jpg,0.3,0,5,5,0,0.31166666666666665,-0.01,1,0,0,cross,0,5,5,5,14.710012900002766,,,,14.703032299992628,15.209493100002874,0.5142504000104964,15.948780499980785,0.31166666666666665,-0.01,1,0,0,cross,15.977028199995402,16.459271700005047,17.47509199997876,17.44791200000327,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
vehicle.jpg,-0.3,-0.1,6,6,0,-0.30666666666666664,-0.1,1,0,0,cross,0,6,6,6,17.47509199997876,,,,17.453930300020147,17.95941589999711,0.5137129999930039,18.882910999993328,-0.30666666666666664,-0.1,1,0,0,cross,18.905119200004265,19.393289200030267,20.392614500015043,20.38075170002412,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
animal.jpg,0.4,-0.2,7,7,0,0.40166666666666667,-0.19,1,0,0,cross,0,7,7,7,20.392614500015043,,,,20.38638300000457,20.892948299995624,0.513542199973017,21.746987199992873,0.40166666666666667,-0.19,1,0,0,cross,21.76631219999399,22.25995440001134,,23.247413899982348,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
building.jpg,-0.4,-0.3,8,8,0,-0.4,-0.28833333333333333,1,0,0,cross,0,8,8,8,23.259955600020476,,,,23.25296240003081,23.75970049999887,0.5167596000246704,24.71524039999349,-0.4,-0.28833333333333333,1,0,0,cross,24.75464739999734,25.228271000029054,,26.230090799974278,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
electronic.jpg,0.5,-0.4,9,9,0,0.5233333333333333,-0.39166666666666666,1,0,0,cross,0,9,9,9,26.243339999986347,,,,26.2352688999963,26.725872199982405,0.5145245000021532,27.517001700005494,0.5233333333333333,-0.39166666666666666,1,0,0,cross,27.542049399984535,28.026853499992285,29.026711900020018,29.014190000016242,165145,001,2025-05-26_19h56.47.310,untitled,2024.2.4,59.97199308240343,2025-05-26 19h56.51.173141 +0530,
