path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.0276307000003726,0.028515100000731763,,,,,,,,,,,,,,,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
sport.jpg,-0.2,0.1,5,0,0,0,-0.20166666666666666,0.10666666666666667,1,0,0,cross,0,0,0,4,0.09970840000096359,,,,0.09284110000044166,0.5704335000009451,0.5466188999998849,7.939014499999757,-0.20166666666666666,0.10666666666666667,1,0,0,cross,7.972905100001299,8.451541000000361,9.451129900000524,9.43860769999992,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
furniture.jpg,0.1,0.4,2,1,1,0,0.09166666666666666,0.4083333333333333,1,0,0,cross,0,1,1,1,9.451129900000524,,,,9.443915600000764,9.951103600000351,0.5157658999996784,11.656959699999788,0.09166666666666666,0.4083333333333333,1,0,0,cross,11.711477900000318,12.168433599999844,13.169323600001007,13.15656570000101,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
food.jpg,0,0.5,1,2,2,0,-0.02666666666666667,0.465,1,0,0,cross,0,2,2,0,13.169323600001007,,,,13.161313900000096,13.667999000001146,0.5139730999999301,14.808732000001328,-0.02666666666666667,0.465,1,0,0,cross,14.878659400001197,15.317899800000305,16.332469599999968,16.30571680000139,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
tool.jpg,0.3,0,6,3,3,0,0.30666666666666664,-0.0033333333333333335,1,0,0,cross,0,3,3,5,16.332469599999968,,,,16.312722100001338,16.817556800000602,0.5117535000008502,18.090857600000163,0.30666666666666664,-0.0033333333333333335,1,0,0,cross,18.14375680000012,18.60150480000084,19.601277700001447,19.589344500000152,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
animal.jpg,0.4,-0.2,8,4,4,0,0.395,-0.19,1,0,0,cross,0,4,4,7,19.601277700001447,,,,19.59485350000068,20.10126500000115,0.5136420999988331,21.623716900001455,0.395,-0.19,1,0,0,cross,21.669431700000132,22.134735499999806,23.134857800001555,23.12278420000075,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
nature.jpg,-0.1,0.3,3,5,5,0,-0.09333333333333334,0.3,1,0,0,cross,0,5,5,2,23.134857800001555,,,,23.128317600001537,23.634402100000443,0.5136934000001929,24.824186900001223,-0.09333333333333334,0.3,1,0,0,cross,24.872655099999974,25.335039000001416,26.335020300000906,26.322728900000584,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
building.jpg,-0.4,-0.3,9,6,6,0,-0.3983333333333333,-0.295,1,0,0,cross,0,6,6,8,26.335020300000906,,,,26.328163600001062,26.83493989999988,0.5138925000010204,28.124874900000577,-0.3983333333333333,-0.295,1,0,0,cross,28.17525680000108,28.634714200001326,29.634456800000407,29.62254270000085,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
person.jpg,0.2,0.2,4,7,7,0,0.185,0.20166666666666666,1,0,0,cross,0,7,7,3,29.634456800000407,,,,29.628095400001257,30.134931000000506,0.5126152000011643,31.325356700001066,0.185,0.20166666666666666,1,0,0,cross,31.37423470000067,31.835067699999854,32.85088050000013,32.82344600000033,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
electronic.jpg,0.5,-0.4,10,8,8,0,0.49333333333333335,-0.39166666666666666,1,0,0,cross,0,8,8,9,32.85088050000013,,,,32.82959320000009,33.33479960000113,0.5128137000010611,34.540400100000625,0.49333333333333335,-0.39166666666666666,1,0,0,cross,34.58799460000046,35.05178270000033,36.06707390000156,36.041270100000474,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
vehicle.jpg,-0.3,-0.1,7,9,9,0,-0.2866666666666667,-0.09666666666666666,1,0,0,cross,0,9,9,6,36.06707390000156,,,,36.04710090000117,36.55131470000015,0.5140754000003653,37.60856580000109,-0.2866666666666667,-0.09666666666666666,1,0,0,cross,37.64261559999977,38.1184245000004,39.118707800000266,39.1078346000013,386246,001,2025-05-23_00h21.37.387,untitled,2024.2.4,60.51001471010264,2025-05-23 00h21.53.477819 +0530,
