path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.01869940001051873,0.019351600029040128,,,,,,,,,,,,,,,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
food.jpg,0,0.5,1,0,0,0,-0.011666666666666667,0.47333333333333333,1,0,0,cross,0,0,0,0,0.06547249999130145,,,,0.05371750000631437,0.5660799000179395,0.5011239000014029,1.589709000021685,-0.011666666666666667,0.47333333333333333,1,0,0,cross,1.6603511000284925,2.1007863000268117,3.1003603999852203,3.0884472000179812,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
furniture.jpg,0.1,0.4,2,1,1,0,0.08,0.4033333333333333,1,0,0,cross,0,1,1,1,3.1003603999852203,,,,3.0941323000006378,3.600208499992732,0.5137939000269398,4.456983999989461,0.08,0.4033333333333333,1,0,0,cross,4.503609700012021,4.967481100000441,5.967293900030199,5.9547377999988385,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
nature.jpg,-0.1,0.3,3,2,2,0,-0.10666666666666667,0.29333333333333333,1,0,0,cross,0,2,2,2,5.967293900030199,,,,5.961188999994192,6.466848400013987,0.5131954000098631,7.239467600011267,-0.10666666666666667,0.29333333333333333,1,0,0,cross,7.288535900006536,7.750837000028696,8.750545600021724,8.739235199987888,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
person.jpg,0.2,0.2,4,3,3,0,0.2,0.20333333333333334,1,0,0,cross,0,3,3,3,8.750545600021724,,,,8.744548199989367,9.250829500029795,0.517205800046213,10.023214899993036,0.2,0.20333333333333334,1,0,0,cross,10.069246699975338,10.533704600005876,11.534118100011256,11.522057600028347,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
sport.jpg,-0.2,0.1,5,4,4,0,-0.195,0.09166666666666666,1,0,0,cross,0,4,4,4,11.534118100011256,,,,11.52788700000383,12.033960699976888,0.5140709000406787,12.856636199983768,-0.195,0.09166666666666666,1,0,0,cross,12.902207800012548,13.367483299982268,14.368108900031075,14.355833099980373,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
tool.jpg,0.3,0,6,5,5,0,0.29833333333333334,0.011666666666666667,1,0,0,cross,0,5,5,5,14.368108900031075,,,,14.361258800025098,14.867714199994225,0.5139125999994576,15.88928639999358,0.29833333333333334,0.011666666666666667,1,0,0,cross,15.93769729998894,16.400633100012783,17.415810099977534,17.38833779998822,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
vehicle.jpg,-0.3,-0.1,7,6,6,0,-0.31666666666666665,-0.09833333333333333,1,0,0,cross,0,6,6,6,17.415810099977534,,,,17.394457800022792,17.901354899979196,0.5154963000095449,18.772749199997634,-0.31666666666666665,-0.09833333333333333,1,0,0,cross,18.814116700028535,19.284096300019883,20.28418600000441,20.2718347000191,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
animal.jpg,0.4,-0.2,8,7,7,0,0.385,-0.16666666666666666,1,0,0,cross,0,7,7,7,20.28418600000441,,,,20.277956200006884,20.78390560002299,0.5148864999646321,21.45601560000796,0.385,-0.16666666666666666,1,0,0,cross,21.495353700011037,21.967133899976034,22.96770550002111,22.955155599978752,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
building.jpg,-0.4,-0.3,9,8,8,0,-0.39166666666666666,-0.295,1,0,0,cross,0,8,8,8,22.96770550002111,,,,22.96083809999982,23.4676913000294,0.5149654999841005,24.389437399979215,-0.39166666666666666,-0.295,1,0,0,cross,24.438907900010236,24.90068020002218,25.90104580001207,25.888795499980915,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
electronic.jpg,0.5,-0.4,10,9,9,0,0.49666666666666665,-0.3983333333333333,1,0,0,cross,0,9,9,9,25.90104580001207,,,,25.894526800024323,26.400525900011417,0.5145623999997042,27.37491549999686,0.49666666666666665,-0.3983333333333333,1,0,0,cross,27.41876410000259,27.88376579998294,28.884044800011907,28.872717300022487,842018,001,2025-05-26_19h51.38.594,untitled,2024.2.4,61.44872749688124,2025-05-26 19h51.45.700374 +0530,
