path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,images.stopped,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.01444549999996525,0.01531539999996312,,,,,,,,,,,,,,,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
electronic.jpg,0.5,-0.4,10,0,0,0,0.505,-0.39166666666666666,1,0,0,cross,0,0,0,9,0.04230139999981475,,,,0.034319200000027195,0.542946099999881,0.5306034999998701,12.974501400000008,0.505,-0.39166666666666666,1,0,0,cross,13.015998800000034,13.512015799999972,14.497297899999921,,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
person.jpg,0.2,0.2,4,1,1,0,0.205,0.205,1,0,0,cross,0,1,1,3,14.51103699999976,,,,14.504216299999825,15.010739999999714,0.5018000999998549,15.983186699999806,0.205,0.205,1,0,0,cross,16.025417500000003,16.494017900000017,17.481934399999773,17.494146999999884,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
animal.jpg,0.4,-0.2,8,2,2,0,0.3933333333333333,-0.19333333333333333,1,0,0,cross,0,2,2,7,17.494146999999884,,,,17.48746119999987,17.994130600000062,0.5140161999997872,18.899994200000037,0.3933333333333333,-0.19333333333333333,1,0,0,cross,18.9377814999998,19.412338099999943,20.399436100000003,20.413444999999683,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
tool.jpg,0.3,0,6,3,3,0,0.31,-0.0033333333333333335,1,0,0,cross,0,3,3,5,20.413444999999683,,,,20.404174399999647,20.91057580000006,0.5137030999999297,21.734316600000056,0.31,-0.0033333333333333335,1,0,0,cross,21.764314799999738,22.244697599999654,23.233530299999984,23.245913899999778,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
vehicle.jpg,-0.3,-0.1,7,4,4,0,-0.305,-0.09833333333333333,1,0,0,cross,0,4,4,6,23.245913899999778,,,,23.23793599999999,23.745140099999844,0.5147667000001093,24.73390679999966,-0.305,-0.09833333333333333,1,0,0,cross,24.74767649999967,25.24459969999998,26.2319365999997,26.244948199999726,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
nature.jpg,-0.1,0.3,3,5,5,0,-0.10333333333333333,0.30666666666666664,1,0,0,cross,0,5,5,2,26.244948199999726,,,,26.237274599999637,26.7447631,0.5145159999997304,27.917350700000043,-0.10333333333333333,0.30666666666666664,1,0,0,cross,27.944946999999956,28.427746800000023,29.41570419999971,29.4281947999998,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
sport.jpg,-0.2,0.1,5,6,6,0,-0.20333333333333334,0.10333333333333333,1,0,0,cross,0,6,6,4,29.4281947999998,,,,29.421406699999807,29.92886929999986,0.4992301999996016,31.08542509999961,-0.20333333333333334,0.10333333333333333,1,0,0,cross,31.109085999999934,31.594745899999907,32.582577899999706,32.595332699999744,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
furniture.jpg,0.1,0.4,2,7,7,0,0.11333333333333333,0.4116666666666667,1,0,0,cross,0,7,7,1,32.595332699999744,,,,32.58724570000004,33.09779239999989,0.5154649999999492,34.30242069999986,0.11333333333333333,0.4116666666666667,1,0,0,cross,34.33440679999967,34.81168899999966,35.80087559999993,35.82793419999962,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
food.jpg,0,0.5,1,8,8,0,-0.028333333333333332,0.47,1,0,0,cross,0,8,8,0,35.82793419999962,,,,35.80699319999985,36.311451099999886,0.5123024999998051,37.33518830000003,-0.028333333333333332,0.47,1,0,0,cross,37.3802212999999,37.84602739999991,38.83299589999979,38.85991769999964,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
building.jpg,-0.4,-0.3,9,9,9,0,-0.41,-0.2966666666666667,1,0,0,cross,0,9,9,8,38.85991769999964,,,,38.838993200000004,39.347618299999795,0.5159684000000198,40.31886129999975,-0.41,-0.2966666666666667,1,0,0,cross,40.35215930000004,40.82841359999975,41.81737099999964,41.83042939999996,183143,001,2025-05-22_22h16.13.637,untitled,2024.2.4,60.37837922688708,2025-05-22 22h16.17.918493 +0530,
