path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
vehicle.jpg,-0.3,-0.1,7,0,0,0,-0.2966666666666667,-0.105,1,0,0,cross,0,0,0,6,0.0925852999999961,,0.08083189999999263,0.5274921999999833,0.530653099999995,1.7006231000000014,-0.2966666666666667,-0.105,1,0,0,cross,1.7354847000000007,2.2112056999999936,3.2111573999999905,3.1978091999999947,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
animal.jpg,0.4,-0.2,8,1,1,0,0.405,-0.2,1,0,0,cross,0,1,1,7,3.2111573999999905,,3.2030249999999967,3.7116915000000006,0.5145285000000115,5.050757500000003,0.405,-0.2,1,0,0,cross,5.092191600000007,5.56088729999999,6.560787900000008,6.547420899999992,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
building.jpg,-0.4,-0.3,9,2,2,0,-0.3933333333333333,-0.29,1,0,0,cross,0,2,2,8,6.560787900000008,,6.552614699999992,7.061255599999981,0.5135665999999901,8.085100799999992,-0.3933333333333333,-0.29,1,0,0,cross,8.141856499999989,8.593810099999985,9.594303400000001,9.5808112,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
person.jpg,0.2,0.2,4,3,3,0,0.19833333333333333,0.185,1,0,0,cross,0,3,3,3,9.594303400000001,,9.585744699999992,10.093859000000009,0.5117510999999979,10.79969109999999,0.19833333333333333,0.185,1,0,0,cross,10.839724899999993,11.310395400000004,12.310726799999998,12.298211199999997,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
food.jpg,0,0.5,1,4,4,0,-0.018333333333333333,0.475,1,0,0,cross,0,4,4,0,12.310726799999998,,12.303726499999982,12.810763699999995,0.5142514000000062,13.682746199999997,-0.018333333333333333,0.475,1,0,0,cross,13.744833699999987,14.193971699999992,15.1943512,15.181461600000006,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
electronic.jpg,0.5,-0.4,10,5,5,0,0.485,-0.3883333333333333,1,0,0,cross,0,5,5,9,15.1943512,,15.1868135,15.6942722,0.5145258999999953,16.883289899999994,0.485,-0.3883333333333333,1,0,0,cross,16.92570330000001,17.39446939999999,18.39408420000001,18.38140039999999,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
sport.jpg,-0.2,0.1,5,6,6,0,-0.18666666666666668,0.11,1,0,0,cross,0,6,6,4,18.39408420000001,,18.386483400000003,18.89381449999999,0.5135433000000091,19.981998599999997,-0.18666666666666668,0.11,1,0,0,cross,20.029858200000007,20.4941307,21.61002909999999,21.481224199999986,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
tool.jpg,0.3,0,6,7,7,0,0.30333333333333334,0.01,1,0,0,cross,0,7,7,5,21.61002909999999,,21.59071259999999,21.994188500000007,0.5152504000000135,23.216519500000004,0.30333333333333334,0.01,1,0,0,cross,23.268575699999985,23.727581600000008,24.727421099999987,24.7154625,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
furniture.jpg,0.1,0.4,2,8,8,0,0.095,0.4083333333333333,1,0,0,cross,0,8,8,1,24.727421099999987,,24.720708900000005,25.228094999999996,0.5150237999999945,26.083521599999983,0.095,0.4083333333333333,1,0,0,cross,26.140780500000005,26.594527599999992,27.594200699999988,27.583262700000006,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
nature.jpg,-0.1,0.3,3,9,9,0,-0.09,0.2833333333333333,1,0,0,cross,0,9,9,2,27.594200699999988,,27.587558900000005,28.094277000000005,0.512634300000002,29.2170227,-0.09,0.2833333333333333,1,0,0,cross,29.269062399999996,29.72796249999999,30.728275999999994,30.71510140000001,193305,001,2025-05-22_09h16.48.719,untitled,2024.2.4,61.29343865997945,2025-05-22 09h16.56.311004 +0530,
