path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,images.stopped,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.013570199999776378,0.014397500000086438,,,,,,,,,,,,,,,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
building.jpg,-0.4,-0.3,9,0,0,0,-0.40166666666666667,-0.305,1,0,0,cross,0,0,0,8,0.09202790000017558,,,,0.08346750000009706,0.542991499999971,0.5314779000000271,2.1157523000001675,-0.40166666666666667,-0.305,1,0,0,cross,2.175315800000135,2.6287867999999435,3.616335700000036,,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
sport.jpg,-0.2,0.1,5,1,1,0,-0.20166666666666666,0.10333333333333333,1,0,0,None,0,1,1,4,3.642880200000036,,,,3.6225291000000652,4.127935699999853,0.5154308000001038,14.501631199999792,-0.20166666666666666,0.10333333333333333,1,0,0,None,14.544758600000023,15.01235319999978,16.000242699999944,16.011263599999893,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
person.jpg,0.2,0.2,4,2,2,0,0.19833333333333333,0.20833333333333334,1,0,0,cross,0,2,2,3,16.011263599999893,,,,16.005295800000113,16.511887099999967,0.5132540999998128,17.91746770000009,0.19833333333333333,0.20833333333333334,1,0,0,cross,17.975791500000014,18.428581199999826,19.41687409999986,19.44316549999985,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
nature.jpg,-0.1,0.3,3,3,3,0,-0.10833333333333334,0.29333333333333333,1,0,0,cross,0,3,3,2,19.44316549999985,,,,19.422825999999986,19.92824329999985,0.5140615000000253,20.916655699999865,-0.10833333333333334,0.29333333333333333,1,0,0,cross,20.967697600000065,21.427476299999853,22.41526019999992,22.427305400000023,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
animal.jpg,0.4,-0.2,8,4,4,0,0.395,-0.20166666666666666,1,0,0,cross,0,4,4,7,22.427305400000023,,,,22.420343499999944,22.927412300000015,0.5142410999997082,24.233849400000054,0.395,-0.20166666666666666,1,0,0,cross,24.269636600000013,24.743842400000176,25.73153339999999,25.744090199999846,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
furniture.jpg,0.1,0.4,2,5,5,0,0.1,0.40166666666666667,1,0,0,cross,0,5,5,1,25.744090199999846,,,,25.737180799999805,26.243788400000085,0.5128459000002294,27.532659800000147,0.1,0.40166666666666667,1,0,0,cross,27.576411200000166,28.04381770000009,29.03159790000018,29.04426770000009,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
electronic.jpg,0.5,-0.4,10,6,6,0,0.51,-0.385,1,0,0,cross,0,6,6,9,29.04426770000009,,,,29.037226200000077,29.544617300000027,0.5149200999999266,30.501784500000213,0.51,-0.385,1,0,0,cross,30.546223700000155,31.01110319999998,31.999675099999877,32.01113669999995,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
tool.jpg,0.3,0,6,7,7,0,0.30833333333333335,0.0,1,0,0,cross,0,7,7,5,32.01113669999995,,,,32.00513940000019,32.51174429999992,0.5130991999999424,33.36804190000021,0.30833333333333335,0.0,1,0,0,cross,33.412793800000145,33.87781309999991,34.86528610000005,34.87749050000002,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
vehicle.jpg,-0.3,-0.1,7,8,8,0,-0.30666666666666664,-0.11166666666666666,1,0,0,cross,0,8,8,6,34.87749050000002,,,,34.87073700000019,35.37837619999982,0.5131074999999328,36.60112509999999,-0.30666666666666664,-0.11166666666666666,1,0,0,cross,36.62664720000021,37.11062979999997,38.098899000000074,38.1112806000001,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
food.jpg,0,0.5,1,9,9,0,-0.04,0.47,1,0,0,cross,0,9,9,0,38.1112806000001,,,,38.10429410000006,38.61098089999996,0.5131986000001234,39.899645099999816,-0.04,0.47,1,0,0,cross,39.94797060000019,40.4119098000001,41.39815580000004,41.41125000000011,260657,001,2025-05-22_22h12.00.584,untitled,2024.2.4,59.46784603305975,2025-05-22 22h12.07.335817 +0530,
