path,correct_ans,xPos,yPos,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"images
ature.jpg",nature,0,0,0,0,0,0,0,0,5,,,,,,,,,,
