path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
furniture.jpg,0.1,0.4,2,0,0,0,0.09666666666666666,0.40166666666666667,1,0,0,cross,0,0,0,1,0.04103420000001279,,0.02278990000002068,0.5248122000000421,0.5277133999999819,2.6005976000000146,0.09666666666666666,0.40166666666666667,1,0,0,cross,2.6282748000000424,3.1096439000000373,4.109210500000017,4.097403299999996,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
sport.jpg,-0.2,0.1,5,1,1,0,-0.20166666666666666,0.09833333333333333,1,0,0,None,0,1,1,4,4.109210500000017,,4.1030753,4.608877900000039,0.5112973000000238,5.9328897000000325,-0.20166666666666666,0.09833333333333333,1,0,0,None,5.957317500000045,6.4421970000000215,7.442438700000025,7.429710400000033,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
building.jpg,-0.4,-0.3,9,2,2,0,-0.4066666666666667,-0.29833333333333334,1,0,0,cross,0,2,2,8,7.442438700000025,,7.434992800000032,7.942590100000018,0.5130168999999682,8.81789520000001,-0.4066666666666667,-0.29833333333333334,1,0,0,cross,8.854164099999991,9.325662899999998,10.326740599999994,10.313601900000037,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
tool.jpg,0.3,0,6,3,3,0,0.29333333333333333,-0.0033333333333333335,1,0,0,cross,0,3,3,5,10.326740599999994,,10.318925100000001,10.825715000000002,0.5106242999999608,11.681995500000028,0.29333333333333333,-0.0033333333333333335,1,0,0,cross,11.707124600000043,12.192619100000002,13.192730700000027,13.180376200000012,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
person.jpg,0.2,0.2,4,4,4,0,0.19,0.18333333333333332,1,0,0,cross,0,4,4,3,13.192730700000027,,13.185119200000031,13.692266200000006,0.5135136999999759,14.465500600000041,0.19,0.18333333333333332,1,0,0,cross,14.49331460000002,14.976717400000041,,15.97871630000003,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
food.jpg,0,0.5,1,5,5,0,-0.015,0.465,1,0,0,cross,0,5,5,0,15.993332199999998,,15.983825500000023,16.476203999999996,0.5144175000000359,17.314919599999996,-0.015,0.465,1,0,0,cross,17.353908400000023,17.82749610000002,,18.830567900000005,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
animal.jpg,0.4,-0.2,8,6,6,0,0.4116666666666667,-0.22,1,0,0,cross,0,6,6,7,18.842797700000006,,18.836876700000005,19.326544000000013,0.5152111999999534,20.36446090000004,0.4116666666666667,-0.22,1,0,0,cross,20.388921299999993,20.876436900000044,21.875625100000036,21.863134400000035,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
vehicle.jpg,-0.3,-0.1,7,7,7,0,-0.29833333333333334,-0.09333333333333334,1,0,0,cross,0,7,7,6,21.875625100000036,,21.8685615,22.376678099999992,0.49962130000000116,23.314522400000044,-0.29833333333333334,-0.09333333333333334,1,0,0,cross,23.329017100000044,23.825518700000032,24.826258100000018,24.813717499999996,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
electronic.jpg,0.5,-0.4,10,8,8,0,0.49666666666666665,-0.38666666666666666,1,0,0,cross,0,8,8,9,24.826258100000018,,24.81917370000002,25.3258199,0.514315799999963,26.69887700000004,0.49666666666666665,-0.38666666666666666,1,0,0,cross,26.720910100000026,27.20916520000003,28.20936069999999,28.197048900000027,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
nature.jpg,-0.1,0.3,3,9,9,0,-0.1,0.2816666666666667,1,0,0,cross,0,9,9,2,28.20936069999999,,28.202362300000004,28.709148700000014,0.5133989999999926,29.632230300000003,-0.1,0.2816666666666667,1,0,0,cross,29.664185000000032,30.144010400000013,,31.14643140000004,059281,001,2025-05-22_09h20.55.059,untitled,2024.2.4,59.44981573531171,2025-05-22 09h20.59.448140 +0530,
