path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,thisRow.t,notes,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
sport.jpg,-0.2,0.1,5,0,0,0,0,0,0,4,,,,,,,0.017713800014462322,,0.015305200009606779,0.5173832000000402,0.517143200035207,1.480160600040108,-0.17,0.11,1,0,0,cross,,,,,,,,
