path,xPos,yPos,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,images.started,image.started,images.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
animal.jpg,0,0,0,0,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,0,0,7,0.08355800000001068,,0.06893180000000143,0.5338232000000005,1.5039403000000107,1.5323369000000184,2.000672800000018,0.5031686000000093,3.089860200000004,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
nature.jpg,0,0,1,1,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,1,1,2,3.1508241000000226,,3.142473899999999,3.6012647999999956,4.5886495000000025,4.593191900000022,5.100517200000013,0.5139721999999836,5.740193000000005,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,4.602196500000019,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
furniture.jpg,0,0,2,2,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,2,2,1,5.80122590000002,,5.794573299999996,6.251078700000022,7.238465500000018,7.243908900000008,7.750710499999997,0.513577099999992,8.238475800000003,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,7.250830000000008,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
sport.jpg,0,0,3,3,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,3,3,4,8.301446100000021,,8.287353300000007,8.750892300000004,9.738928200000004,9.744258300000013,10.250729700000022,0.49905599999999595,10.773515500000002,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,9.751242100000013,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
person.jpg,0,0,4,4,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,4,4,3,10.834764400000012,,10.820822600000014,11.284514200000018,12.271676800000023,12.276606600000008,12.784697500000021,0.5141497000000186,13.455866000000015,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,12.28480620000002,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
electronic.jpg,0,0,5,5,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,5,5,9,13.517980100000017,,13.496484400000014,13.967888799999997,14.955257100000011,14.960634400000004,15.467422999999997,0.5142375999999729,16.18958410000002,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,14.967710199999999,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
tool.jpg,0,0,6,6,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,6,6,5,16.251107400000024,,16.23776000000001,16.703317499999997,17.70382140000001,17.708667399999996,18.201034300000003,0.5140311000000111,18.673129799999998,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
vehicle.jpg,0,0,7,7,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,7,7,6,18.733238900000003,,18.714655300000004,19.18460860000002,20.1719181,20.177627,20.683763200000016,0.5132580000000075,21.172948600000012,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,20.1844945,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
food.jpg,0,0,8,8,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,8,8,0,21.251149200000015,,21.2409902,21.68620230000002,22.673493000000008,22.677893400000016,23.184680800000024,0.515343300000012,23.706422000000003,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
building.jpg,0,0,9,9,0,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,0,9,9,8,23.784983900000015,,23.76599300000001,24.217781700000018,25.203473900000006,25.20788920000001,25.717404799999997,0.5128802000000121,26.322665900000004,-0.0016666666666666668,0.006666666666666667,1,0,0,cross,25.217417400000016,720646,001,2025-05-18_20h07.04.834,untitled,2024.2.4,61.14158679536847,2025-05-18 20h07.13.502778 +0530,
