path,xPos,yPos,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,images.started,image.started,images.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
food.jpg,0,0.5,0,0,0,-0.0175,0.475,1,0,0,cross,0,0,0,0,0.05400579999968613,,0.05079419999947277,0.5147891999995409,1.5063662000002296,1.5157229999995252,2.0051179000001866,0.5048545999998169,3.241793399999551,-0.0175,0.475,1,0,0,cross,,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
building.jpg,-0.4,-0.3,1,1,0,-0.39416666666666667,-0.2991666666666667,1,0,0,cross,0,1,1,8,3.2831719999994675,,3.278398399999787,3.7555812999999034,4.740576299999702,4.745384299999387,5.254910900000141,0.5130634000006467,6.207695899999635,-0.39416666666666667,-0.2991666666666667,1,0,0,cross,4.7550891000000775,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
nature.jpg,-0.1,0.3,2,2,0,-0.1,0.28833333333333333,1,0,0,cross,0,2,2,2,6.2401875999994445,,6.236222999999882,6.72326509999948,7.722367800000029,7.727416400000038,8.222571999999673,0.5150837000001047,9.308175399999527,-0.1,0.28833333333333333,1,0,0,cross,,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
person.jpg,0.2,0.2,3,3,0,0.19833333333333333,0.2075,1,0,0,cross,0,3,3,3,9.33959379999942,,9.335813799999414,9.822441399999661,10.808072899999388,10.81403330000012,11.322248399999808,0.5141015000008338,12.457498900000246,0.19833333333333333,0.2075,1,0,0,cross,10.8221539999995,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
vehicle.jpg,-0.3,-0.1,4,4,0,-0.29333333333333333,-0.09583333333333334,1,0,0,cross,0,4,4,6,12.484251500000028,,12.481214399999772,12.972505900000215,13.958081400000083,13.963664400000198,14.471973300000172,0.5143272999994224,15.308165200000076,-0.29333333333333333,-0.09583333333333334,1,0,0,cross,13.972328199999538,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
furniture.jpg,0.1,0.4,5,5,0,0.1025,0.4058333333333333,1,0,0,cross,0,5,5,1,15.341291799999453,,15.33736669999962,15.822484999999688,16.80687779999971,16.811594900000273,17.321578000000045,0.5132653000000573,18.524207800000113,0.1025,0.4058333333333333,1,0,0,cross,16.822334800000135,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
tool.jpg,0.3,0,6,6,0,0.30583333333333335,0.004166666666666667,1,0,0,cross,0,6,6,5,18.55854939999972,,18.554105700000036,19.039324499999566,20.024414999999863,20.02985129999979,20.539191599999867,0.5149480999998559,21.47506439999961,0.30583333333333335,0.004166666666666667,1,0,0,cross,20.039666300000135,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
animal.jpg,0.4,-0.2,7,7,0,0.4041666666666667,-0.2,1,0,0,cross,0,7,7,7,21.49884269999984,,21.495130000000245,21.989324600000145,22.974106399999982,22.97919329999968,23.488657099999728,0.5135080000000016,24.54250409999986,0.4041666666666667,-0.2,1,0,0,cross,22.98908669999946,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
electronic.jpg,0.5,-0.4,8,8,0,0.49666666666666665,-0.39916666666666667,1,0,0,cross,0,8,8,9,24.570251500000268,,24.56671389999974,25.055543299999954,26.041586800000005,26.04731029999948,26.55580480000026,0.5129909999996016,27.990147699999397,0.49666666666666665,-0.39916666666666667,1,0,0,cross,26.05577230000017,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
sport.jpg,-0.2,0.1,9,9,0,-0.19583333333333333,0.10083333333333333,1,0,0,cross,0,9,9,4,28.019437099999777,,28.015666399999645,28.50650619999942,29.4914675,29.496214699999655,30.00595290000001,0.5156606000000465,31.024874499999896,-0.19583333333333333,0.10083333333333333,1,0,0,cross,29.505724900000132,841800,001,2025-05-18_21h39.43.022,untitled,2024.2.4,59.65960615111375,2025-05-18 21h39.48.629873 +0530,
