path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,image.stopped,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
person.jpg,0.2,0.2,4,0,0,0,0.20166666666666666,0.21166666666666667,1,0,0,cross,0,0,0,3,0.04428130004089326,,0.028403300035279244,0.5281434000353329,0.5298200999968685,1.5152388000278734,0.20166666666666666,0.21166666666666667,1,0,0,cross,1.540182500029914,2.029223300050944,3.0288529000245035,3.015882000036072,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
furniture.jpg,0.1,0.4,2,1,1,0,0.105,0.41333333333333333,1,0,0,cross,0,1,1,1,3.0288529000245035,,3.020534100010991,3.5287405000417493,0.5000126999802887,4.417732600006275,0.105,0.41333333333333333,1,0,0,cross,4.444974600046407,4.928571700002067,5.929197500052396,5.91580790001899,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
nature.jpg,-0.1,0.3,3,2,2,0,-0.09833333333333333,0.2916666666666667,1,0,0,cross,0,2,2,2,5.929197500052396,,5.920671400032006,6.428894200013019,0.5138499999884516,7.400033000041731,-0.09833333333333333,0.2916666666666667,1,0,0,cross,7.4332059000153095,7.913199500006158,8.913707500032615,8.901094900036696,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
building.jpg,-0.4,-0.3,9,3,3,0,-0.39166666666666666,-0.295,1,0,0,cross,0,3,3,8,8.913707500032615,,8.905927200044971,9.412702000001445,0.5156399999978021,10.417181099997833,-0.39166666666666666,-0.295,1,0,0,cross,10.447961700032465,10.928598800033797,11.928751200030092,11.915920500003267,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
animal.jpg,0.4,-0.2,8,4,4,0,0.41833333333333333,-0.20833333333333334,1,0,0,cross,0,4,4,7,11.928751200030092,,11.920453800004907,12.42884090001462,0.5143951999489218,13.701583000016399,0.41833333333333333,-0.20833333333333334,1,0,0,cross,13.7254963000305,14.21194840001408,15.211383400019258,15.197556000028271,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
tool.jpg,0.3,0,6,5,5,0,0.315,0.0016666666666666668,1,0,0,cross,0,5,5,5,15.211383400019258,,15.200807900051586,15.711735800025053,0.5124254000256769,16.749074499995913,0.315,0.0016666666666666668,1,0,0,cross,16.767653300019447,17.262337399995886,18.262428500049282,18.249762999999803,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
vehicle.jpg,-0.3,-0.1,7,6,6,0,-0.3016666666666667,-0.09333333333333334,1,0,0,cross,0,6,6,6,18.262428500049282,,18.254143300000578,18.76337510003941,0.49910359998466447,19.886116600013338,-0.3016666666666667,-0.09333333333333334,1,0,0,cross,19.900179999996908,20.39706390001811,21.396398000011686,21.383479800017085,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
food.jpg,0,0.5,1,7,7,0,-0.01,0.4866666666666667,1,0,0,cross,0,7,7,0,21.396398000011686,,21.38820750004379,21.895660700043663,0.5123763000010513,22.868401400046423,-0.01,0.4866666666666667,1,0,0,cross,22.907834200013895,23.379321700020228,24.378857500036247,24.36588630004553,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
electronic.jpg,0.5,-0.4,10,8,8,0,0.49666666666666665,-0.38,1,0,0,cross,0,8,8,9,24.378857500036247,,24.371721800009254,24.878943200048525,0.5133054000325501,26.066671600041445,0.49666666666666665,-0.38,1,0,0,cross,26.091808900004253,26.579300500045065,,27.56882330001099,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
sport.jpg,-0.2,0.1,5,9,9,0,-0.2,0.09166666666666666,1,0,0,cross,0,9,9,4,27.579668699996546,,27.573356300010346,28.079406400036532,0.5151432999991812,28.901741600013338,-0.2,0.09166666666666666,1,0,0,cross,28.922105200006627,29.41278280003462,30.412349799997173,30.398999900033232,158933,001,2025-05-22_09h07.20.519,untitled,2024.2.4,59.62535008234064,2025-05-22 09h07.24.878555 +0530,
