path,xPos,yPos,marker,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,thisRow.t,notes,welcome.started,welcome.stopped,attentional.started,cross.started,mouse.started,attentional.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.clicked_name,images.started,image.started,images.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,0.022181000000273343,0.022976899999775924,,,,,,,,,,,,,,702644,001,2025-05-22_21h04.30.875,untitled,2024.2.4,59.958149211642386,2025-05-22 21h04.35.257918 +0530,
nature.jpg,-0.1,0.3,3,0,0,0,0,0,0,2,,,,,,,0.050711399999272544,,,,0.04411299999628682,0.5508778000003076,0.4997488000008161,1.7575474999975995,-0.09666666666666666,0.305,1,0,0,cross,1.8072780999937095,2.272135299994261,3.2722071999960463,,,,,,,,
